Ld(0)/St(1)                   PC   Reference    Inf-miss FA-OPT-miss SA-OPT-miss SA-LRU-miss         Hit    Cap-miss    Map-miss   Repl-miss   Cold-miss    Function       Image Hit-not-MRU     Hit-MRU
          1      126328551072315           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072328           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072328           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           2           1
          0      126328551072335           3           0           0           0           1           2           0           0           0           1 _IO_flush_all   libc.so.6           2           0
          1      126328551072335           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072343           3           0           0           0           3           0           0           0           0           3 _IO_flush_all   libc.so.6           0           0
          1      126328551072343           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072350           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           3           0
          1      126328551072350           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072357           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           3           0
          1      126328551072357           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072366           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           3           0
          1      126328551072366           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072418           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           3           0
          1      126328551072418           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072432           3           2           2           2           2           1           2           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072432           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072436           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           0           3
          1      126328551072436           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072552           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072552           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072559           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072559           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072571           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072571           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          0      126328551072582           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072582           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          0      126328551072595           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072595           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          0      126328551072600           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072600           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072604           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072604           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072626           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072626           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072627           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072627           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072629           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072629           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072631           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          1      126328551072631           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072633           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072633           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072635           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072635           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072636           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072636           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072640           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072640           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           0           3
          0      126328551072646           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072646           3           0           0           0           0           3           0           0           0           0 _IO_flush_all   libc.so.6           0           3
          0      126328551072736           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072736           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          0      126328551072743           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           0           1
          1      126328551072743           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072759           1           0           0           0           1           0           0           0           0           1 _IO_flush_all   libc.so.6           0           0
          1      126328551072759           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          0      126328551072766           0           0           0           0           0           0           0           0           0           0 _IO_flush_all   libc.so.6           0           0
          1      126328551072766           1           0           0           0           0           1           0           0           0           0 _IO_flush_all   libc.so.6           1           0
          0      126328551073764           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073764           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073768           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073768           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073770           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073770           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073772           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073772           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551073778           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073778           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073780           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073780           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073785           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551073785           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073794           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073794           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551073800           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073800           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551073808           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073808           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073826           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073826           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073830           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073830           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551073835           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551073835           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073842           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551073842           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073851           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551073851           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073936           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551073936           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073938           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551073938           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328551073950           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551073950           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073957           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551073957           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073964           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551073964           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551073973           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551073973           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074031           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328551074031           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074041           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074041           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074054           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074054           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074065           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074065           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551074072           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074072           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551074074           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074074           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074078           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074078           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551074085           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074085           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074118           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074118           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551074121           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074121           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074135           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074135           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074137           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074137           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           1           1
          0      126328551074156           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074156           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          0      126328551074167           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551074167           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074180           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074180           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074187           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074187           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074207           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074207           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551074218           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074218           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551074231           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074231           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551074236           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074236           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074240           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074240           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074262           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074262           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074263           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074263           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074265           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074265           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074267           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074267           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074269           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074269           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074271           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074271           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074272           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551074272           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074328           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328551074328           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074335           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551074335           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074342           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           3           0
          1      126328551074342           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074351           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074351           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328551074359           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074359           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328551074444           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074444           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551074464           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074464           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328551074470           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074470           3           0           0           0           0           3           0           0           0           0     Unknown     Unknown           0           3
          0      126328551074584           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074584           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551074591           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551074591           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551074605           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551074605           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551082132           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082132           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082141           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082141           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082160           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551082160           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082169           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082169           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328551082175           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082175           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082195           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082195           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082215           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082215           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082235           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082235           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082255           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082255           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328551082260           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          1      126328551082260           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082270           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551082270           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          0      126328551082280           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551082280           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082284           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551082284           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082295           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328551082295           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082299           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551082299           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551082300           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328551082300           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551083540           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328551083540           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551083549           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328551083549           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551083558           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551083558           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          0      126328551083569           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          1      126328551083569           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328551083584           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551083584           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          0      126328551083587           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328551083587           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
          0      126328551083596           2           0           0           0           0           2           0           0           0           0     Unknown     Unknown           2           0
