Ld(0)/St(1)                   PC   Reference    Inf-miss FA-OPT-miss SA-OPT-miss SA-LRU-miss         Hit    Cap-miss    Map-miss   Repl-miss   Cold-miss    Function       Image Hit-not-MRU     Hit-MRU
          0      126328886869605           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869605           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869622           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869622           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869629           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869629           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869636           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869636           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869644           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869644           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869651           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869651           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869672           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869672           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869690           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869690           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869707           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869707           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869731           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869731           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869738           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869738           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869740           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869740           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869742           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869742           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869748           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869748           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869755           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869755           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869757           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886869757           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869768           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869768           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869788           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869788           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869791           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869791           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869798           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869798           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869802           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869802           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869825           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869825           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869843           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869843           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869867           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869867           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869874           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869874           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869881           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869881           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869883           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869883           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886869885           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869885           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869891           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869891           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869898           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869898           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869899           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886869899           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869909           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869909           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869929           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869929           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869932           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869932           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869939           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886869939           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886869943           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869943           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869969           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869969           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886869980           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886869980           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870001           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870001           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870015           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870015           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870022           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870022           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870024           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870024           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870026           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870026           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870032           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870032           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870039           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870039           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870041           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870041           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870051           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870051           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870071           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870071           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870074           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870074           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870081           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870081           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870085           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870085           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870105           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870105           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870118           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870118           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870139           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870139           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870153           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870153           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870164           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870164           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870166           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870166           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870168           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870168           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870174           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870174           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870181           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870181           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870183           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870183           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870194           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870194           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870214           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870214           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870217           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870217           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870224           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870224           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870228           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870228           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870248           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870248           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870261           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870261           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870282           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870282           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870296           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870296           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870307           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870307           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870309           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870309           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870311           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870311           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870317           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870317           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870324           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870324           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870325           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870325           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870336           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870336           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870356           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870356           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870359           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870359           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870363           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870363           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870367           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870367           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870371           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870371           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870378           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870378           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870382           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870382           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870386           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870386           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870391           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870391           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870400           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870400           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870405           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870405           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870413           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870413           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870429           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870429           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870436           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870436           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870443           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870443           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870456           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870456           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870462           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870462           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870469           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870469           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870473           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870473           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870481           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          1      126328886870481           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870489           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870489           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870502           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870502           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870516           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870516           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870530           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          1      126328886870530           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870537           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870537           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          0      126328886870552           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870552           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           0           1
          0      126328886870587           1           1           1           1           1           0           1           0           0           0     Unknown     Unknown           0           0
          1      126328886870587           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870618           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870618           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870625           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870625           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870629           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870629           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870636           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870636           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870640           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870640           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870803           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870803           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870813           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
          1      126328886870813           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          0      126328886870827           0           0           0           0           0           0           0           0           0           0     Unknown     Unknown           0           0
          1      126328886870827           1           0           0           0           0           1           0           0           0           0     Unknown     Unknown           1           0
